x,y,yaw,yaw_deg
0.0007500000000000284,-0.0039000000000000146,1.055249717066705,60.46135512029643
0.14982500000000004,0.259175,1.055249717066705,60.46135512029643
0.29890000000000005,0.52225,1.055249717066705,60.46135512029643
0.44797500000000007,0.785325,1.055249717066705,60.46135512029643
0.5970500000000001,1.0484,0.9928868276812192,56.888224760266894
0.7724333333333333,1.3173166666666667,0.9928868276812192,56.888224760266894
0.9478166666666666,1.5862333333333334,0.9928868276812192,56.888224760266894
1.1232,1.85515,1.0637112697092874,60.946166374844175
1.2547375,2.091925,1.0637112697092874,60.946166374844175
1.386275,2.3287,1.0637112697092874,60.946166374844175
1.5178124999999998,2.565475,1.0637112697092874,60.946166374844175
1.6493499999999999,2.80225,1.0303684414129164,59.03576303643274
1.7808875,3.0214749999999997,1.0303684414129164,59.03576303643274
1.9124249999999998,3.2407,1.0303684414129164,59.03576303643274
2.0439625,3.459925,1.0303684414129164,59.03576303643274
2.1755,3.67915,1.1526013873699577,66.03919495722188
2.280725,3.915925,1.1526013873699577,66.03919495722188
2.3859500000000002,4.1527,1.1526013873699577,66.03919495722188
2.491175,4.389475000000001,1.1526013873699577,66.03919495722188
2.5964,4.626250000000001,1.0583582247517052,60.63945949123092
2.72269,4.85074,1.0583582247517052,60.63945949123092
2.84898,5.07523,1.0583582247517052,60.63945949123092
2.97527,5.29972,1.0583582247517052,60.63945949123092
3.10156,5.52421,1.0583582247517052,60.63945949123092
3.22785,5.7486999999999995,1.087377960691944,62.30216788319072
3.3506083333333336,5.982541666666666,1.087377960691944,62.30216788319072
3.4733666666666667,6.216383333333333,1.087377960691944,62.30216788319072
3.5961250000000002,6.450225,1.087377960691944,62.30216788319072
3.7188833333333338,6.684066666666666,1.087377960691944,62.30216788319072
3.841641666666667,6.917908333333333,1.087377960691944,62.30216788319072
3.9644000000000004,7.15175,1.060301060228713,60.750775764351765
4.087175,7.3709875,1.060301060228713,60.750775764351765
4.209950000000001,7.590225,1.060301060228713,60.750775764351765
4.332725000000001,7.8094625,1.060301060228713,60.750775764351765
4.455500000000001,8.0287,1.0250854757393042,58.73307140002227
4.604587500000001,8.274225000000001,1.0250854757393042,58.73307140002227
4.753675,8.51975,1.0250854757393042,58.73307140002227
4.9027625,8.765274999999999,1.0250854757393042,58.73307140002227
5.05185,9.0108,1.0924762564793973,62.59427871452112
5.1746125,9.247575,1.0924762564793973,62.59427871452112
5.297375,9.48435,1.0924762564793973,62.59427871452112
5.420137499999999,9.721125,1.0924762564793973,62.59427871452112
5.5428999999999995,9.9579,1.0666238684764546,61.11304599161787
5.6832125,10.2122125,1.0666238684764546,61.11304599161787
5.823525,10.466525,1.0666238684764546,61.11304599161787
5.9638375,10.7208375,1.0666238684764546,61.11304599161787
6.104150000000001,10.97515,1.0358137569052952,59.34775663226325
6.244462500000001,11.2119125,1.0358137569052952,59.34775663226325
6.384775,11.448675,1.0358137569052952,59.34775663226325
6.5250875,11.685437499999999,1.0358137569052952,59.34775663226325
6.6654,11.9222,0.9048765521826485,51.84560742041516
6.8583125,12.16775,0.9048765521826485,51.84560742041516
7.051225,12.4133,0.9048765521826485,51.84560742041516
7.244137499999999,12.65885,0.9048765521826485,51.84560742041516
7.437049999999999,12.904399999999999,0.9575837468236091,54.865507223316754
7.6036624999999995,13.1411625,0.9575837468236091,54.865507223316754
7.770275,13.377925,0.9575837468236091,54.865507223316754
7.9368875,13.614687499999999,0.9575837468236091,54.865507223316754
8.1035,13.85145,0.9669918600206896,55.4045524026908
8.2789,14.10575,0.9669918600206896,55.4045524026908
8.4543,14.360050000000001,0.9669918600206896,55.4045524026908
8.6297,14.61435,0.9669918600206896,55.4045524026908
8.8051,14.86865,0.8914527087361086,51.076477846084074
8.9892375,15.0966625,0.8914527087361086,51.076477846084074
9.173375,15.324675,0.8914527087361086,51.076477846084074
9.3575125,15.5526875,0.8914527087361086,51.076477846084074
9.54165,15.7807,0.8651952892231217,49.572038527085475
9.74335,16.0174625,0.8651952892231217,49.572038527085475
9.94505,16.254224999999998,0.8651952892231217,49.572038527085475
10.14675,16.4909875,0.8651952892231217,49.572038527085475
10.34845,16.72775,0.8035638466982459,46.04081698510698
10.53787,16.92418,0.8035638466982459,46.04081698510698
10.72729,17.12061,0.8035638466982459,46.04081698510698
10.916709999999998,17.31704,0.8035638466982459,46.04081698510698
11.106129999999999,17.513469999999998,0.8035638466982459,46.04081698510698
11.295549999999999,17.709899999999998,0.7419795429019543,42.512296293327985
11.506,17.902825,0.7419795429019543,42.512296293327985
11.71645,18.09575,0.7419795429019543,42.512296293327985
11.9269,18.288674999999998,0.7419795429019543,42.512296293327985
12.137350000000001,18.4816,0.6786427179201358,38.88336353411102
12.354830000000002,18.65698,0.6786427179201358,38.88336353411102
12.572310000000002,18.83236,0.6786427179201358,38.88336353411102
12.78979,19.00774,0.6786427179201358,38.88336353411102
13.00727,19.18312,0.6786427179201358,38.88336353411102
13.22475,19.3585,0.7853981633974483,45.0
13.41417,19.547919999999998,0.7853981633974483,45.0
13.60359,19.73734,0.7853981633974483,45.0
13.793009999999999,19.926759999999998,0.7853981633974483,45.0
13.982429999999999,20.11618,0.7853981633974483,45.0
14.17185,20.3056,0.7853981633974492,45.00000000000005
14.37529,20.50904,0.7853981633974492,45.00000000000005
14.57873,20.71248,0.7853981633974492,45.00000000000005
14.782169999999999,20.91592,0.7853981633974492,45.00000000000005
14.98561,21.11936,0.7853981633974492,45.00000000000005
15.18905,21.3228,0.7328308523810894,41.98811493841107
15.39951,21.51222,0.7328308523810894,41.98811493841107
15.60997,21.70164,0.7328308523810894,41.98811493841107
15.82043,21.89106,0.7328308523810894,41.98811493841107
16.03089,22.08048,0.7328308523810894,41.98811493841107
16.24135,22.2699,0.8035638466982478,46.040816985107085
16.43077,22.46633,0.8035638466982478,46.040816985107085
16.62019,22.66276,0.8035638466982478,46.040816985107085
16.80961,22.85919,0.8035638466982478,46.040816985107085
16.99903,23.05562,0.8035638466982478,46.040816985107085
17.18845,23.25205,0.6483419686457982,37.147258484607384
17.41996,23.42744,0.6483419686457982,37.147258484607384
17.65147,23.60283,0.6483419686457982,37.147258484607384
17.88298,23.77822,0.6483419686457982,37.147258484607384
18.11449,23.95361,0.6483419686457982,37.147258484607384
18.346,24.129,0.7672061004770299,43.957671574023585
18.54243,24.31841,0.7672061004770299,43.957671574023585
18.73886,24.507820000000002,0.7672061004770299,43.957671574023585
18.935290000000002,24.69723,0.7672061004770299,43.957671574023585
19.13172,24.886640000000003,0.7672061004770299,43.957671574023585
19.32815,25.076050000000002,0.7188583818354287,41.187551346773866
19.55264,25.27249,0.7188583818354287,41.187551346773866
19.77713,25.46893,0.7188583818354287,41.187551346773866
20.001620000000003,25.665370000000003,0.7188583818354287,41.187551346773866
20.226110000000002,25.861810000000002,0.7188583818354287,41.187551346773866
20.4506,26.05825,0.6631952127441626,37.998286683521265
20.67509,26.23363,0.6631952127441626,37.998286683521265
20.89958,26.409010000000002,0.6631952127441626,37.998286683521265
21.124070000000003,26.58439,0.6631952127441626,37.998286683521265
21.348560000000003,26.75977,0.6631952127441626,37.998286683521265
21.573050000000002,26.93515,0.6947336027972275,39.80530332619926
21.783520000000003,27.11054,0.6947336027972275,39.80530332619926
21.99399,27.28593,0.6947336027972275,39.80530332619926
22.20446,27.46132,0.6947336027972275,39.80530332619926
22.41493,27.63671,0.6947336027972275,39.80530332619926
22.6254,27.8121,0.7362474927567039,42.18387401204778
22.812475,27.981633333333335,0.7362474927567039,42.18387401204778
22.99955,28.15116666666667,0.7362474927567039,42.18387401204778
23.186625,28.320700000000002,0.7362474927567039,42.18387401204778
23.3737,28.490233333333332,0.7362474927567039,42.18387401204778
23.560775,28.659766666666666,0.7362474927567039,42.18387401204778
23.74785,28.8293,0.7684637334735522,44.02972863690071
23.95831,29.03275,0.7684637334735522,44.02972863690071
24.168770000000002,29.2362,0.7684637334735522,44.02972863690071
24.37923,29.43965,0.7684637334735522,44.02972863690071
24.58969,29.6431,0.7684637334735522,44.02972863690071
